id	creator	title	journal	issn	oclc	volume	issue	spage	epage	year	biostor	bhl
d1	International Commission on Zoological Nomenclature	Direction 1 Addition to the Official Lists and Official Indexes of certain scientific names and of the titles of certain books dealt with in Opinions 182 to 194	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	3	30	401	415	1954	http://biostor.org/reference/146041	http://biodiversitylibrary.org/page/34653860
d2	International Commission on Zoological Nomenclature	Direction 2 Addition to the Official Lists and Official Indexes of certain scientific names dealt with in Opinions 161 to 181	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	2	52	613	628	1954	http://biostor.org/reference/146040	http://biodiversitylibrary.org/page/34677044
d4	International Commission on Zoological Nomenclature	Direction 4 Addition to the Official Lists and Official Indexes of certain scientific names and of the titles of certain books dealt with in Opinions 134 ? 160, exclusive of Opinion 149	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	2	53	629	652	1954	http://biostor.org/reference/146039	http://biodiversitylibrary.org/page/34677060
d5	International Commission on Zoological Nomenclature	Direction 5 Addition to the Official Lists and Official Indexes of certain scientific names dealt with in Opinion 149	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	2	54	653	664	1954	http://biostor.org/reference/146038	http://biodiversitylibrary.org/page/34677084
d6	International Commission on Zoological Nomenclature	Direction 6 Addition to the Official List of Family-group Names in Zoology of the names Meropidae (class Aves) and Meropeidae and Tingidae (class Insecta)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	2	55	665	684	1954	http://biostor.org/reference/146037	http://biodiversitylibrary.org/page/34677096
d11	International Commission on Zoological Nomenclature	Direction 11 Determination of the gender to be attributed to the names of one hundred and seventy-four genera of the order Decapoda (class Crustacea) placed on the Official List of Generic Names in Zoology in the period up to the end of 1936	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1C	C.2	15	34	1955	http://biostor.org/reference/102331	http://biodiversitylibrary.org/page/34652478
d12	International Commission on Zoological Nomenclature	Direction 12 Validation under the Plenary Powers of the generic name Astacus Fabricius, 1775 (class Crustacea, order Decapoda) (correction of an erroneous entry made in the Official List of Generic Names in Zoology by the ruling given in Opinion 104)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1C	C.3	35	56	1955	http://biostor.org/reference/146042	http://biodiversitylibrary.org/page/34652498
d13	International Commission on Zoological Nomenclature	Direction 13 Addition of the generic name Manatus Br?nnich, 1771 (class Mammalia) to the Official List of Rejected and invalid generic names in Zoology (Direction supplementary to Opinion 112)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1C	C4	57	66	1955	http://biostor.org/reference/146043	http://biodiversitylibrary.org/page/34652558
d14	International Commission on Zoological Nomenclature	Direction 14 Addition to the Official List of family- group names in Zoology or, as the case may be, to the Official Index of Rejected and invalid family-group names in Zoology of the family-group names Involved in the applications relating to the names of ammonites published in volume 2 of the Bulletin of Zoological nomenclature	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	10	18	463	480	1955	http://biostor.org/reference/146044	http://biodiversitylibrary.org/page/34609908
d15	International Commission on Zoological Nomenclature	Direction 15 Correction of an erroneous entry on the Official List of Generic Names in Zoology relating to the generic name Penaeus (emend. of Peneus) Weber, 1795 (class Crustacea, order Decapoda) (correction of an error in Opinion 104)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1C	C.5	67	80	1955	http://biostor.org/reference/146045	http://biodiversitylibrary.org/page/34652568
d16	International Commission on Zoological Nomenclature	Direction 16 Validation, under Tlie Plenary Powers, of Brisson (M.j.), 1760, Ornithologia Sive Synopsis Methodica Sis Tens Avium Divisionem in Ordines (Direction in replacement of Opinion 37)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1C	C.6	81	88	1955	http://biostor.org/reference/146046	http://biodiversitylibrary.org/page/34652582
d17	International Commission on Zoological Nomenclature	Direction 17 Addition to the Official List of Generic Names in Zoology of the names of fifteen genera of the class Aves, the type species of each of which was determined by Linnean tautonymy (Direction supplementary to Opinion 16)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1C	C.8	89	112	1955	http://biostor.org/reference/146047	http://biodiversitylibrary.org/page/34652622
d18	International Commission on Zoological Nomenclature	Direction 18 Designation under the Plenary Powers of a lectotype for the nominal species Columba macroura Linnaeus, 1758, to secure that that name shall apply to the Mourning Dove and that the name Columba migratoria Linnaeus, 1766, shall be the oldest available name for the Passenger Pigeon (Direction supplementary to Opinion 61)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1C	C.9	113	132	1955	http://biostor.org/reference/146048	http://biodiversitylibrary.org/page/34652646
d19	International Commission on Zoological Nomenclature	Direction 19 Correction of an erroneous entry on the Official List of Generic Names in Zoology relating to the date and place of publication of the name Balaeniceps Gould, 1850 (class Aves) (correction of an error in Opinion 67)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1C	C.10	133	144	1955	http://biostor.org/reference/146049	http://biodiversitylibrary.org/page/34652666
d20	International Commission on Zoological Nomenclature	Direction 20 Addition of a Note to the entry on the Official List of Generic Names in Zoology relating to the generic name Oedicnemus Temminck, 1815 (class Aves) (Direction supplementary to Opinion 67)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1C	C.11	145	160	1955	http://biostor.org/reference/146050	http://biodiversitylibrary.org/page/34652678
d21	International Commission on Zoological Nomenclature	Direction 21 Validation under the Plenary Powers of the generic names Bubo Dumeril, 1806, Coturnix Bonnaterre, 1790, Egretta Forster, 1817, and Oriolus Linnaeus, 1766 (class Aves), by the suppression of older Homonyms published by Brisson in 1760 (validation of four erroneous entries on the Official List of Generic Names in Zoology made by the ruling given in Opinion 67)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1C	C.12	161	178	1955	http://biostor.org/reference/146051	http://biodiversitylibrary.org/page/34652694
d22	International Commission on Zoological Nomenclature	Direction 22 Addition to the Official List of Specific Names in Zoology of (a) the specific names of fifty-seven species, each of which is the type species of a genus in the class Mammalia, the name of which was placed on the Official List of Generic Names in Zoology in the period up to the end of 1936, and (B) of the specific names of two species belonging to the same class, each of which is currently regarded as the oldest available name for the type species of a genus, the name of which was placed on the Official List in the same period	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1C	C13	179	200	1955	http://biostor.org/reference/146052	http://biodiversitylibrary.org/page/34652712
d23	International Commission on Zoological Nomenclature	Direction 23 Action taken in Completion of the rulings given under the Plenary Powers in Opinion 108 and Opinion 109 validating the generic names Gazella Blainville, 1816, and Hippotragus Sundevall, 1846, respectively (class Mammalia)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1C	C.14	201	218	1955	http://biostor.org/reference/146053	http://biodiversitylibrary.org/page/34652734
d24	International Commission on Zoological Nomenclature	Direction 24 Completion of the entries relating to the names of certain genera in the class Mammalia made on the Ojficial List of Generic Names in Zoology in the period up to the end of 1936	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1C	C.15	219	246	1955	http://biostor.org/reference/146054	http://biodiversitylibrary.org/page/34652752
d25	International Commission on Zoological Nomenclature	Direction 25 Validation, under the Plenary Powers, of the generic name Favus Lanchester, 1900 (class Crustacea, order Decapoda) (validation of an erroneous entry on the Official List of Generic Names in Zoology made by the ruling given in Opinion 73)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1C	C.16	247	258	1955	http://biostor.org/reference/146055	http://biodiversitylibrary.org/page/34652780
d26	International Commission on Zoological Nomenclature	Direction 26 Determination of the gender to be attributed to the names of ninety-eight genera of birds placed on the Official List of Generic Names in Zoology in the period up to the end of 1936	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1C	C.17	259	272	1955	http://biostor.org/reference/146063	http://biodiversitylibrary.org/page/34652792
d27	International Commission on Zoological Nomenclature	Direction 27 Addition to the Official List of Family-group Names in Zoology of Family-group Names based upon the names of certain genera of non-marine Mollusca placed on the Official List of Generic Names in Zoology by the ruling given in Opinion 335	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	10	20	481	492	1955	http://biostor.org/reference/146064	http://biodiversitylibrary.org/page/34609926
d28	International Commission on Zoological Nomenclature	Direction 28 Addition to the Official List of Family-group Names in Zoology or, as the case may be, to the Official Index of Rejected and invalid family-group names in Zoology of the family-group names Involved in the Cases dealt with in the Opinions included in volume 10 of the Opinions and Declarations rendered by the International Commission on Zoological nomenclature, other than family-group names already dealt with in those Opinions or in Directions included in that volume	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	10	21	493	510	1955	http://biostor.org/reference/146056	http://biodiversitylibrary.org/page/34609938
d29	International Commission on Zoological Nomenclature	Direction 29 Substitution of an amended entry on the Official List of Generic Names in Zoology relating to the name Segestria Latreille, 1804 (class Arachnida) in place of the Incorrect entry thereon of the name Segestria Walckenaer, 1805, made by the ruling given in Opinion 104	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1C	C.18	273	286	1955	http://biostor.org/reference/146057	http://biodiversitylibrary.org/page/34652806
d30	International Commission on Zoological Nomenclature	Direction 30 Determination of the gender to be attributed to the names of fifty-seven genera of fishes, Cyclostomes, Reptiles and Amphibia placed on the Official List of Generic Names in Zoology in the period up to the end of 1936	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1C	C.19	287	298	1955	http://biostor.org/reference/146058	http://biodiversitylibrary.org/page/34652820
d31	International Commission on Zoological Nomenclature	Direction 31 Determination of the gender to be attributed to the generic name Bathynectes Stimpson, [1871] (class Crustacea, order Decapoda), a name placed on the Official List of Generic Names in Zoology by the ruling given in Opinion 73	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1C	C.20	299	306	1956	http://biostor.org/reference/146059	http://biodiversitylibrary.org/page/34652832
d32	International Commission on Zoological Nomenclature	Direction 32 Addition to the Official List of Works Approved as available for Zoological nomenclature of the titles of certain works dealt with in Opinions rendered in the period up to the end of 1936 and to the Official Index of Rejected and invalid works in Zoological nomenclature of certain works similarly dealt with in the same period and matters incidental thereto	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1C	C.21	307	328	1956	http://biostor.org/reference/146060	http://biodiversitylibrary.org/page/34652840
d33	International Commission on Zoological Nomenclature	Direction 33 Addition to the Official List of Generic Names in Zoology of the generic name Pleuronectes Linnaeus, 1758 (class Actinopterygii) (Direction supplementary to Opinion 68)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1C	C.22	329	340	1956	http://biostor.org/reference/146061	http://biodiversitylibrary.org/page/34652862
d34	International Commission on Zoological Nomenclature	Direction 34 Addition to the Official List of Generic Names in Zoology of the generic name Spams Linnaeus, 1758 (class Actinopterygii) (Direction supplementary to Opinion 69)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1C	C.23	341	352	1956	http://biostor.org/reference/146062	http://biodiversitylibrary.org/page/34652874
d35	International Commission on Zoological Nomenclature	Direction 35 Addition to the Official List of Generic Names in Zoology of the generic name Columbina Spix, 1825 (class Aves) (Direction in replacement of Opinion 31)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1C	C.24	353	364	1956	http://biostor.org/reference/146065	http://biodiversitylibrary.org/page/34652886
d36	International Commission on Zoological Nomenclature	Direction 36 Addition to the Official List of Specific Names in Zoology (a) of the specific names of the type species of one hundred and seventy genera of the order Decapoda (class Crustacea), the names of which were placed on the Official List of Generic Names in Zoology in the period up to the end of 1936 and (B) of the specific names currently treated as senior Subjective synonyms of the names of the type species of Nine other such genera	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1D	D.17	1	46	1956	http://biostor.org/reference/146089	http://biodiversitylibrary.org/page/34613224
d37	International Commission on Zoological Nomenclature	Direction 37 Completion of the entries relating to the names of certain genera of the order Decapoda (class Crustacea) placed on the Official List of Generic Names in Zoology in the period up to the end of 1936	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1D	D.2	47	82	1956	http://biostor.org/reference/146090	http://biodiversitylibrary.org/page/34613270
d38	International Commission on Zoological Nomenclature	Direction 38 Rejection for nomenclatorial purposes of the anonymously published work entitled Ornithologia Britannica Issued in 1771 and believed to have been written by Marmaduke Tunstall and matters incidental thereto (cancellation of Opinion 38)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1D	D.3	83	94	1956	http://biostor.org/reference/146091	http://biodiversitylibrary.org/page/34613306
d39	International Commission on Zoological Nomenclature	Direction 39 Substitution of Gallinago Brisson, 1760, for Gallinago Koch, 1816 (class Aves) on the Official List of Generic Names in Zoology (correction of an error in the ruling given in Opinion 67)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1D	D.4	95	138	1956	http://biostor.org/reference/146107	http://biodiversitylibrary.org/page/34613318
d40	International Commission on Zoological Nomenclature	Direction 40 Determination of the gender to be attributed to the names of fifty-five genera of the phylum Arthropoda, exclusive of genera of Decapod Crustacea, placed on the Official List of Generic Names in Zoology in the period up to the end of 1936	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1D	D.5	139	152	1956	http://biostor.org/reference/146092	http://biodiversitylibrary.org/page/34613364
d41	International Commission on Zoological Nomenclature	Direction 41 Addition to the Official List of family- group names in Zoology or, as the case may be, to the Official Index of Rejected and invalid family-group names in Zoology of the family-group names Involved in volume 11 of the Opinions and Declarations rendered by the International Commission on Zoological nomenclature, other than family-group names already dealt with in those Opinions	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	11	30	431	452	1956	http://biostor.org/reference/146093	http://biodiversitylibrary.org/page/34650244
d42	International Commission on Zoological Nomenclature	Direction 42 Determination of the gender to be attributed to the names of seventy-eight genera of various classes of Invertebrates and of six genera of the class Urochorda placed on the Official List of Generic Names in Zoology in the period up to the end of 1936	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1D	D.6	153	170	1956	http://biostor.org/reference/146094	http://biodiversitylibrary.org/page/34613378
d43	International Commission on Zoological Nomenclature	Direction 43 Addition to the Official List of Specific Names in Zoology (a) of the specific names of the type species of seventy three genera in the class Aves, the names of which were placed on the Official List of Generic Names in Zoology in the period up to the end of 1936 and (B) of twelve specific names which are currently regarded as senior Subjective synonyms of such names	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1D	D.7	171	210	1956	http://biostor.org/reference/146095	http://biodiversitylibrary.org/page/34613396
d44	International Commission on Zoological Nomenclature	Direction 44 Correction of certain entries relating to the names of genera in the class Aves made on the Official List of Generic Names in Zoology in the period up to the close of 1936 and addition to the Official Indexes of Rejected and invalid names in Zoology of certain names given to genera and species of the same class	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1D	D.8	211	232	1956	http://biostor.org/reference/146096	http://biodiversitylibrary.org/page/34613436
d45	International Commission on Zoological Nomenclature	Direction 45 Substitution of Pinnotheres Bosc, [1801?1802] for Pinnotheres Latreille, [1802 ? 1803] (class Crustacea, order Decapoda) on the Official List of Generic Names in Zoology (correction of an error in the ruling given in Opinion 85)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1D	D.9	233	242	1956	http://biostor.org/reference/146097	http://biodiversitylibrary.org/page/34613458
d47	International Commission on Zoological Nomenclature	Direction 47 Substitution on the Official List of Generic Names in Zoology of a Revised entry relating to the generic name Pandalus Leach, 1815 (class Crustacea, order Decapoda) (revision of a ruling given in Opinion 104)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1D		243	254	1956	http://biostor.org/reference/146098	http://biodiversitylibrary.org/page/34613468
d48	International Commission on Zoological Nomenclature	Direction 48 Determination of the authorship to be attributed to the work published anonymously in the year 1798 under the title Museum Boltenianum (Direction supplementary to Opinion 96)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1D		255	264	1956	http://biostor.org/reference/146099	http://biodiversitylibrary.org/page/34613480
d49	International Commission on Zoological Nomenclature	Direction 49 Validation under the Plenary Powers of the generic name Iphis Leach, 1817 (class Crustacea, order Decapoda) (correction of an error in the ruling given in Opinion 73)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1D		265	280	1956	http://biostor.org/reference/146100	http://biodiversitylibrary.org/page/34613490
d50	International Commission on Zoological Nomenclature	Direction 50 Validation under the Plenary Powers of the generic name Homalaspis Milne Edwards (A.), 1863 (class Crustacea, order Decapoda) (correction of an error in Opinion 85)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1D		281	292	1956	http://biostor.org/reference/146101	http://biodiversitylibrary.org/page/34613506
d51	International Commission on Zoological Nomenclature	Direction 51 Revision of the entry on the Official List of Generic Names in Zoology relating to the name Homarus Weber, 1795 (class Crustacea, order Decapoda) (revision of a ruling given in Opinion 104)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1D		293	308	1956	http://biostor.org/reference/146102	http://biodiversitylibrary.org/page/34613518
d52	International Commission on Zoological Nomenclature	Direction 52 Determination of the gender to be attributed to the generic names Cryptobranchus Leuckart, 1821 (class Amphibia) and Eremias Wiegmann, 1834 (class Reptilia) placed on the Official List of Generic Names in Zoology by the ruling given in Opinion 92	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1D		309	318	1956	http://biostor.org/reference/146103	http://biodiversitylibrary.org/page/34613534
d53	International Commission on Zoological Nomenclature	Direction 53 Addition to the Official List of Family-group Names in Zoology of Family-group Names based upon the names of certain genera of the order Carnivora (class Mammalia) placed on the Official List of Generic Names in Zoology by the ruling given in Opinion 384 and matters incidental thereto	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	12	25	441	456	1956	http://biostor.org/reference/110210	http://biodiversitylibrary.org/page/34656204
d54	International Commission on Zoological Nomenclature	Direction 54 Addition to the Official List of family- group names in Zoology, or, as the case may be, to the Official Index of Rejected and invalid family-group names in Zoology of the family-group names Involved in the Cases dealt with in volume 12 of the Opinions and Declarations rendered by the International Commission on Zoological Nomen Clature, other than family-group names already dealt V^ith in those Opinions	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	12	26	457	470	1956	http://biostor.org/reference/146104	http://biodiversitylibrary.org/page/34656220
d55	International Commission on Zoological Nomenclature	Direction 55 Insertion in the Official List of Generic Names in Zoology of an entry relating to the generic name Grus Brisson, 1760 (class Aves) (correction of an error in the ruling given in Opinion 103)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1D		319	336	1956	http://biostor.org/reference/146105	http://biodiversitylibrary.org/page/34613544
d56	International Commission on Zoological Nomenclature	Direction 56 Completion and in certain Cases correction of entries relating to the names of genera belonging to the classes Pisces, Amphibia and Reptilia made in the Official List of Generic Names in Zoology in the period up to the end of 1936	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1D	D.17	337	364	1956	http://biostor.org/reference/146106	http://biodiversitylibrary.org/page/34613562
d57	International Commission on Zoological Nomenclature	Direction 57 Addition to the Official List of Specific Names in Zoology (a) of the specific names of Forty-seven species belonging to the classes Cyclostomata, Pisces, Amphibia and Reptilia, each of which is the type species of a genus, the name of which was placed on the Official List of Generic Names in Zoology in the period up to the end of 1936 and (B) of the specific name of one species of the class Amphibia which is currently treated as a senior Subjective synonym of the name of such a species	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1D	D.18	365	388	1956	http://biostor.org/reference/146108	http://biodiversitylibrary.org/page/34613590
d58	International Commission on Zoological Nomenclature	Direction 58 Addition to the Ojficial List of Family-group Names in Zoology or, as the case may be, to the Official Index of Rejected and invalid family-group names in Zoology of the family-group names Involved in the Cases dealt with in volume 13 of the work Opinions and Declarations rendered by the International Commission on Zoological nomenclature, other than the family-group names Involved in connection with the generic names dealt with in Opinion 401	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	13	21	275	290	1956	http://biostor.org/reference/146109	http://biodiversitylibrary.org/page/34610866
d59	International Commission on Zoological Nomenclature	Direction 59 Determination (a) of the method to be Followed in Citing for the purposes of Zoological nomenclature the Several portions in which the Lepidotteri volume by Orenzio Gabriele Costa of the work entitled Fauna Del Regno Di Napoli were published, and (B) of the Dates which for the foregoing purposes are to be assigned to each of those portions	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	15	16	i	xviii	1957	http://biostor.org/reference/146181	http://biodiversitylibrary.org/page/34656336
d60	International Commission on Zoological Nomenclature	Direction 60 Designation under the Plenary Powers of a type species for the genus Scorpio Linnaeus, 1758 (class Arachnida) in harmony with accustomed usage and suppression under the same Powers of the specific name europaeus Linnaeus, 1758, as published in the combination Scorpio europaeus (amendment of a ruling given in Opinion 104)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1E		1		1957	http://biostor.org/reference/146110	http://biodiversitylibrary.org/page/34611234
d61	International Commission on Zoological Nomenclature	Direction 61 Determination under the Plenary Powers of the gender to be attributed to the generic name Varuna Milne Edwards (H.), 1830 (class Crustacea, order Decapoda) (Supplement to Opinion 85)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1E	E.2	13	20	1957	http://biostor.org/reference/146111	http://biodiversitylibrary.org/page/34611246
d62	International Commission on Zoological Nomenclature	Direction 62 Addition to the Official List of Family-group Names in Zoology or, as the case may be, to the Official Index of Rejected and invalid family-group names in Zoology of the family-group names Involved in the Cases dealt with in volume 14 of the work Opinions and Declarations rendered by the International Commission on Zoological nomenclature, other than names already dealt with either in Opinions included in that volume or in a separate Direction	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	14	23	459	470	1957	http://biostor.org/reference/146112	http://biodiversitylibrary.org/page/34678154
d63	International Commission on Zoological Nomenclature	Direction 63 Completion and in certain Cases correction of entries relating to the names of genera belonging to the class Insecta made in the Official List of Generic Names in Zoology in the period up to the end of 1936	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1E		21	60	1957	http://biostor.org/reference/146113	http://biodiversitylibrary.org/page/34611254
d64	International Commission on Zoological Nomenclature	Direction 64 Addition to the Official List of Specific Names in Zoology (a) of the specific names of nineteen species belonging to the class Insecta, each of which is the type species of a genus, the name of which was placed on the Official List of Generic Names in Zoology in the period up to the end of 1936 and (B) of the specific names of three species belonging to the same class which are currently treated as senior Subjective synonyms of the names of such species	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1E		61	74	1957	http://biostor.org/reference/146114	http://biodiversitylibrary.org/page/34611294
d65	International Commission on Zoological Nomenclature	Direction 65 Determination of the Form to be adopted for the name of the Xviiith Century Viennese Medical Practitioner commonly known as " Laurenti "	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1E		75	84	1957	http://biostor.org/reference/146115	http://biodiversitylibrary.org/page/34611308
d66	International Commission on Zoological Nomenclature	Direction 66 Completion and in certain Cases correction of entries relating to the names of genera belonging to the phylum Arthropoda, the names of which were placed on the Official List of Generic Names in Zoology in the period up to the end of 1936, other than entries relating to the names of genera belonging to the class Insecta and to the order Decapoda of the class Crustacea	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1E		85	110	1957	http://biostor.org/reference/146116	http://biodiversitylibrary.org/page/34611318
d67	International Commission on Zoological Nomenclature	Direction 67 Addition to the Official List of Specific Names in Zoology (a) of the specific names of Twenty species belonging to the classes Trilobita, Crustacea (other than species of the order Decapoda), Diplopoda and Arachnida, each of which is the type species of a genus, the name of which was placed on the Official List of Generic Names in Zoology up to the end of 1936, and (B) of the specific name of one species belonging to the class Arachnida which is currently treated as a senior synonym of the name of such a species	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1E		111	128	1957	http://biostor.org/reference/146117	http://biodiversitylibrary.org/page/34611344
d68	International Commission on Zoological Nomenclature	Direction 68 Addition to the Official List of Generic Names in Zoology of the generic name Pelecanus Linnaeus, 1758 (class Aves) (Direction supplementary to Opinion 16)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1E	E.8	129	136	1957	http://biostor.org/reference/146118	http://biodiversitylibrary.org/page/34611362
d69	International Commission on Zoological Nomenclature	Direction 69 Validation under the Plenary Powers of the generic name Osmerus as of subgeneric status as from Linnaeus, 1758 (class Pisces) (validation of an error in the ruling given in Opinion 11)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1E	E9	137	150	1957	http://biostor.org/reference/146119	http://biodiversitylibrary.org/page/34611370
d70	International Commission on Zoological Nomenclature	Direction 70 Validation under the Plenary Powers of the family-group name Arieticeratinae Howarth, 1955 (class Cephalopoda, order Ammonoidea) (Direction supplementary to Opinion 337)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	16	19	i	xii	1957	http://biostor.org/reference/146155	http://biodiversitylibrary.org/page/34657410
d71	International Commission on Zoological Nomenclature	Direction 71 Determination under the Plenary Powers of the gender to be attributed to the generic name Lepisma Linnaeus, 1758 (class Insecta, order Thysanura) (Direction supplementary to Opinion 104)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1E	E.10	151	160	1957	http://biostor.org/reference/146120	http://biodiversitylibrary.org/page/34611384
d72	International Commission on Zoological Nomenclature	Direction 72 Completion and in certain Cases correction of entries relating to the names of genera of the Phyla Mollusca, Brachiopoda, Echinodermata and Chordata made on the Official List of Generic Names in Zoology by rulings given in Opinions rendered in the period up to the end of 1936	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1E		161	192	1957	http://biostor.org/reference/146121	http://biodiversitylibrary.org/page/34611394
d73	International Commission on Zoological Nomenclature	Direction 73 Addition to the Official List of Specific Names in Zoology (a) of the specific names of Twenty-five species of the Phyla Mollusca, Brachiopoda, Echinodermata and Chordata, each of which is the type species of a genus, the name of which was placed on the Official List of Generic Names in Zoology in the period up to the end of 1936 and (B) of the specific names of three species belonging respectively to the Phyla Brachiopoda, Echino Dermata and Chordata, each of which is currently treated by Some or All Specialists as a senior Subjective synonym of the name of such a species	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1E		193	214	1957	http://biostor.org/reference/146122	http://biodiversitylibrary.org/page/34611426
d74	International Commission on Zoological Nomenclature	Direction 74 Completion, and in Part, correction of certain entries relating to the names of genera of birds made on the Official List of Generic Names in Zoology by the ruling given in Opinion 67 and matters incidental thereto	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1E		215	226	1957	http://biostor.org/reference/146123	http://biodiversitylibrary.org/page/34611448
d75	International Commission on Zoological Nomenclature	Direction 75 Suppression under the Plenary Powers of the family group name Urinatoridae (correction of Urinatores) Vieillot, 1818, and addition to the Official List of Family Group Names in Zoology of the names Podicipitidae (correction of Podicepinae Bonaparte, 1831, and Gaviidae Coues, 1903, as the family-group names for Grebes and Divers (Loons) respectively (class Aves) (Direction supplementary to Opinion 401)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	13	22	291	308	1957	http://biostor.org/reference/146124	http://biodiversitylibrary.org/page/34610882
d76	International Commission on Zoological Nomenclature	Direction 76 Completion and in certain Cases correction of entries relating to the names of genera belonging to the Phyla Protozoa, Coelenterata, Platyhelminthes, Nemathelminthes and Annelida, made on the Official List of Generic Names in Zoology by rulings given in Opinions rendered in the period up to the end of 1936	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1E		227	264	1957	http://biostor.org/reference/146125	http://biodiversitylibrary.org/page/34611460
d77	International Commission on Zoological Nomenclature	Direction 77 Addition to the Official List of Specific Names in Zoology (a) of the specific names of thirty-four species belonging to the Phyla Protozoa, Coelenterata, Platyhelminthes, Nemathelminthes, and Annelida, each of which is the type species of a genus, the name of which was placed on the Official List of Generic Names in Zoology in the period up to the end of 1936 and (B) of five specific names which are currently treated as senior Subjective synonyms of the names of such species	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1E		265	292	1957	http://biostor.org/reference/146126	http://biodiversitylibrary.org/page/34611498
