id	creator	title	journal	issn	oclc	volume	issue	spage	epage	year	biostor	bhl
o366	International Commission on Zoological Nomenclature	Opinion 366 Suppression, under the Plenary Powers, of the specific name multimaculata Jan, 1863, as published in the combination Crotalus lugubris var. Multimaculata, for the purpose of rendering the specific name Polysticta Cope, 1865, as published in the combination Caudisona Polysticta, the oldest available name for the Mexican Lance-Headed Rattlesnake (class Reptilia, order Squamata)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	11	16	231	244	1955	http://biostor.org/reference/146325	http://biodiversitylibrary.org/page/34650044
o367	International Commission on Zoological Nomenclature	Opinion 367 Addition to the Official List of Generic Names in Zoology of the generic names Toernquistia Reed, 1896 (class Trilobita) and Tornquistia Paeckelmann, 1930 (class Brachiopoda)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	11	17	245	254	1955	http://biostor.org/reference/146326	http://biodiversitylibrary.org/page/34650058
o368	International Commission on Zoological Nomenclature	Opinion 368 Addition to the Official List of Generic Names in Zoology of the generic names Jakowleffia Puton, 1875 (class Insecta, order Hemiptera) and Yakovlevia Fredericks, 1925 (class Brachiopoda)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	11		255	264	1955	http://biostor.org/reference/146327	http://biodiversitylibrary.org/page/34650068
o369	International Commission on Zoological Nomenclature	Opinion 369 Suppression under the Plenary Powers of the generic names Tylos Meigen 1800 (class Insecta, order Diptera) and Tylos Heyden 1826 (class Arachnida) and validation thereby of the generic names Tylos Audouin, (1826) (class Crustacea, order Isopoda) and Micropeza Meigen 1803 (class Insecta, order Diptera)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	11	19	265	300	1955	http://biostor.org/reference/145878	http://biodiversitylibrary.org/page/34650078
o370	International Commission on Zoological Nomenclature	Opinion 370 Validation under the Plenary Powers of the generic name Archaeocidaris Mccoy, 1844 (class Echinoidea) by the suppression under the same Powers of the generic name Echinocrinus Agassiz (J. L. R.), 1841	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	11	20	301	320	1955	http://biostor.org/reference/146066	http://biodiversitylibrary.org/page/34650114
o371	International Commission on Zoological Nomenclature	Opinion 371 Suppression under the Plenary Powers of the generic name Protoechinus Austin (T.), 1860, for the purpose of rendering the generic name Pholidocidaris Meek & Worthen, 1869 (class Echinoidea) the oldest available name for the genus concerned	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	11	21	321	338	1955	http://biostor.org/reference/146067	http://biodiversitylibrary.org/page/34650134
o372	International Commission on Zoological Nomenclature	Opinion 372 Suppression under the Plenary Powers of the generic names Eriechinus Pomel, 1883, and Typhlechinus Neumayr, 1889, for the purpose of rendering the generic name Lovenechinus Jackson, 1912, the oldest available name for the genus concerned (class Echinoidea)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	11	22	339	358	1955	http://biostor.org/reference/146068	http://biodiversitylibrary.org/page/34650152
o373	International Commission on Zoological Nomenclature	Opinion 373 Designation under the Plenary Powers of a type species in harmony with accustomed usage for the genus Palaeopsylla Wagner, 1903 (class Insecta, order Siphonaptera)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	11	23	359	368	1955	http://biostor.org/reference/146069	http://biodiversitylibrary.org/page/34650172
o374	International Commission on Zoological Nomenclature	Opinion 374 Acceptance of the generic name Antirhynchonella as from Oehlert, 1887 (class Brachiopoda) and the addition of that name to the Official List of Generic Names in Zoology	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	11	24	369	378	1955	http://biostor.org/reference/146070	http://biodiversitylibrary.org/page/34650182
o375	International Commission on Zoological Nomenclature	Opinion 375 Designation under the Plenary Powers of a type species in harmony with current usage for the genus Heterandria Agassiz (J. L. R.), 1853 (class Osteichthyes)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	11	25	379	390	1955	http://biostor.org/reference/146071	http://biodiversitylibrary.org/page/34650192
o376	International Commission on Zoological Nomenclature	Opinion 376 Suppression under the Plenary Powers of the generic name Lobacantha Kirby (W.), 1837, for the purpose of rendering the generic name Platypria Guerin-Meneville, 1840 (class Insecta, order Coleoptera) the oldest available name for the genus concerned	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	11	26	391	400	1955	http://biostor.org/reference/146072	http://biodiversitylibrary.org/page/34650204
o377	International Commission on Zoological Nomenclature	Opinion 377 Suppression under the Plenary Powers of the specific name tereticauda Eschscholtz, 1833, as published in the combination Triton tereticauda, for the purpose of rendering the specific name Lugubris Hallowell, 1849, as published in the combination Salamandra Lugubris, the oldest available name for the species concerned (class Amphibia, order Caudata)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	11	27	401	410	1956	http://biostor.org/reference/146073	http://biodiversitylibrary.org/page/34650214
o378	International Commission on Zoological Nomenclature	Opinion 378 Designation, under the Plenary Powers, of a type species in harmony with current usage for the genus Pontonia Latreille, 1829 (class Crustacea, order Decapoda), a genus based upon a misidentified type species	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	11	28	411	420	1956	http://biostor.org/reference/146074	http://biodiversitylibrary.org/page/34650224
o379	International Commission on Zoological Nomenclature	Opinion 379 Designation under the Plenary Powers of a type species in harmony with accustomed usage for the genus Sphinx Linnaeus, 1758 (class Insecta, order Lepidoptera)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	11	29	421	430	1956	http://biostor.org/reference/146075	http://biodiversitylibrary.org/page/34650234
o380	International Commission on Zoological Nomenclature	Opinion 380 Suppression for nomenclatorial purposes under the Plenary Powers of the catalogue of the collection of Animals formed by Martinus Houttuyn prepared under the title Animalium Musaei Houttuiniani Index in connection with the sale of the collection in 1787	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	12	1	1	32	1956	http://biostor.org/reference/146076	http://biodiversitylibrary.org/page/34655760
o381	International Commission on Zoological Nomenclature	Opinion 381 Suppression, under the Plenary Powers, of two long-neglected specific names for the purpose of rendering the specific name hispidus Olivier, 1811, as published in the combination Palaemon hispidus (class Crustacea, order Decapoda), the oldest available name for the species concerned	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	12	2	33	42	1956	http://biostor.org/reference/146077	http://biodiversitylibrary.org/page/34655792
o382	International Commission on Zoological Nomenclature	Opinion 382 Validation under the Plenary Powers of the generic name Sicyonia Milne Edwards (H.), 1830 (class Crustacea, order Decapoda) and action consequential thereon	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	12	3	43	58	1956	http://biostor.org/reference/146078	http://biodiversitylibrary.org/page/34655802
o383	International Commission on Zoological Nomenclature	Opinion 383 Designation under the Plenary Powers of a type species in harmony with accustomed usage for the genus Hymenocera Latreille, 1819 (class Crustacea, order Decapoda)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	12	4	59	70	1956	http://biostor.org/reference/146079	http://biodiversitylibrary.org/page/34655818
o384	International Commission on Zoological Nomenclature	Opinion 384 Addition to the Official List of Generic Names in Zoology of the names of fifty-two genera of the order Carnivora (class Mammalia) including twenty-nine from which have been reported Parasites common to man	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	12	5	71	190	1956	http://biostor.org/reference/65856	http://biodiversitylibrary.org/page/34655830
o385	International Commission on Zoological Nomenclature	Opinion 385 Determination under the Plenary Powers of the method to be adopted in interpreting the nominal species Coluber sirtalis Linnaeus, 1758, the common Garter Snake of the Eastern United States, and approval of the neotype designated for the foregoing species and of that designated for the nominal species Coluber saurita Linnaeus, 1766, the Eastern Ribbon Snake of North America	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	12	6	191	230	1956	http://biostor.org/reference/146080	http://biodiversitylibrary.org/page/34655950
o386	International Commission on Zoological Nomenclature	Opinion 386 Validation under the Plenary Powers of the generic name Pyramidella Lamarck, 1799 (class Gastropoda)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	12	7	231	240	1956	http://biostor.org/reference/146081	http://biodiversitylibrary.org/page/34655994
o387	International Commission on Zoological Nomenclature	Opinion 387 Suppression under the Plenary Powers of the generic name Anodon Smith, 1829, for the purpose of validating the generic name Dasypeltis Wagler, 1830, for the African Egg-Eating Snake (class Reptilia)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	12	8	241	250	1956	http://biostor.org/reference/146082	http://biodiversitylibrary.org/page/34656004
o388	International Commission on Zoological Nomenclature	Opinion 388 Suppression under the Plenary Powers of the generic name Trichopsylla Kolenati, 1863, for the purpose of providing a firm basis for the use of the generic name Chaetopsylla Kohaut, 1903 (class Insecta, order Siphonaptera)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	12	9	251	264	1956	http://biostor.org/reference/103742	http://biodiversitylibrary.org/page/34656014
o389	International Commission on Zoological Nomenclature	Opinion 389 Suppression under the Plenary Powers of two specific names for Fleas published in 1802 and 1832 respectively Hitherto treated as Nomina Dubia (class Insecta, order Siphonaptera)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	12	10	265	272	1956	http://biostor.org/reference/146328	http://biodiversitylibrary.org/page/34656028
o390	International Commission on Zoological Nomenclature	Opinion 390 Determination under the Plenary Powers of the Taxon to which shall be applicable the specific Na.m& Simus Linnaeus, 1766, as published in the combination Coluber simus (class Reptilia)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	12	13	273	284	1956	http://biostor.org/reference/146329	http://biodiversitylibrary.org/page/34656036
o391	International Commission on Zoological Nomenclature	Opinion 391 Emendation to Muensteroceras of the generic name Munsteroceras Hyatt, 1884 (class Cephalopoda, order Ammonoidea)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	12	14	285	294	1956	http://biostor.org/reference/146330	http://biodiversitylibrary.org/page/34656048
o392	International Commission on Zoological Nomenclature	Opinion 392 Emendation to Sandbergeroceras of the generic name Sandbergeoceras Hyatt, 1844 (class Cephalopoda, order Ammonoidea)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	12	15	295	304	1956	http://biostor.org/reference/146331	http://biodiversitylibrary.org/page/34656058
o393	International Commission on Zoological Nomenclature	Opinion 393 Validation, under the Plenary Powers of the generic name Mellita Agassiz (J. L. R.), 1841 (class Echinoidea)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	12	16	305	314	1956	http://biostor.org/reference/146332	http://biodiversitylibrary.org/page/34656068
o394	International Commission on Zoological Nomenclature	Opinion 394 Addition to the Official List of Generic Names in Zoology of the name Portunus Weber, 1795, and to the Official Index of Rejected and invalid generic names in Zoology of the name Portunus Fabricius, 1798 (class Crustacea, order Decapoda)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	12	17	315	336	1956	http://biostor.org/reference/146333	http://biodiversitylibrary.org/page/34656078
o395	International Commission on Zoological Nomenclature	Opinion 395 Validation, under the Plenary Powers, of the specific name flavipes Olivier, 1795, as published in the combination Dytiscus flavipes (class Insecta, order Coleoptera)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	12	18	337	346	1956	http://biostor.org/reference/146334	http://biodiversitylibrary.org/page/34656100
o396	International Commission on Zoological Nomenclature	Opinion 396 Use of the Plenary Powers to Permit of the addition to the Official List of Specific Names in Zoology of the specific name immigrans Sturtevant, 1921, as published in the combination Drosophila immigrans (class Insecta, order Diptera)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	12	19	347	362	1956	http://biostor.org/reference/146335	http://biodiversitylibrary.org/page/34656110
o397	International Commission on Zoological Nomenclature	Opinion 397 Validation under the Plenary Powers of the specific name pruni Geoffroy, 1762, as published in the combination Aphis pruni (class Insecta, order Hemiptera)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	12		363	376	1956	http://biostor.org/reference/71517	http://biodiversitylibrary.org/page/34656126
o398	International Commission on Zoological Nomenclature	Opinion 398 Determination of the interpretation of the nominal species Aphis pini Linaeus, 1758 (class Insecta, order Hemiptera)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	12		377	392	1956	http://biostor.org/reference/71651	http://biodiversitylibrary.org/page/34656140
o399	International Commission on Zoological Nomenclature	Opinion 399 Designation, under the Plenary Powers, of a type species in harmony with accepted nomenclatural practice for the genera Lachnus Burmeister, 1835, and Cinara Curtis, 1835 (class Insecta, order Hemiptera)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	12		393	418	1956	http://biostor.org/reference/73810	http://biodiversitylibrary.org/page/34656156
o400	International Commission on Zoological Nomenclature	Opinion 400 Validation under the Plenary Powers of the generic name Melanargia Meigen, [1828] (class Insecta, order Lepidoptera)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	12	23	419	432	1956	http://biostor.org/reference/146336	http://biodiversitylibrary.org/page/34656182
o401	International Commission on Zoological Nomenclature	Opinion 401 Suppression under the Plenary Powers of the generic name Colymbus Linnaeus, 1758, and addition to the Official List of Generic Names in Zoology of the generic names Gavia Forster, 1788, and Podiceps Latham, 1787 (class Aves)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	13	1	1	64	1956	http://biostor.org/reference/146337	http://biodiversitylibrary.org/page/34610592
o402	International Commission on Zoological Nomenclature	Opinion 402 Addition to the Official Index of Rejected and Invalid Specific Names in Zoology of names given to two Asiatic Woodpeckers (class Aves)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	13	3	65	74	1956	http://biostor.org/reference/146338	http://biodiversitylibrary.org/page/34610656
o403	International Commission on Zoological Nomenclature	Opinion 403 Addition to the Official List of Specific Names in Zoology of the names of two Siberian Larks (class Aves)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	13	4	75	86	1956	http://biostor.org/reference/146479	http://biodiversitylibrary.org/page/34610666
o404	International Commission on Zoological Nomenclature	Opinion 404 Validation under the Plenary Powers of Pyrrhocorax [Tunstall], 1771, as the generic name for the Chough (class Aves)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	13	5	87	106	1956	http://biostor.org/reference/146339	http://biodiversitylibrary.org/page/34610678
o405	International Commission on Zoological Nomenclature	Opinion 405 Use of the Plenary Powers to secure that the specific name philomelos Brehm, 1831, as published in the combination Tardus philomelos shall be the oldest available specific name for the Song Thrush (class Aves)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	13	6	107	118	1956	http://biostor.org/reference/146340	http://biodiversitylibrary.org/page/34610698
o406	International Commission on Zoological Nomenclature	Opinion 406 Use of the Plenary Powers to secure that the specific name nigricouis Brehm, 1831, as published in the combination Podiceps nigricouis shall be the oldest available specific name for the Black-Necked Grebe (class Aves)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	13	7	119	130	1956	http://biostor.org/reference/146341	http://biodiversitylibrary.org/page/34610710
o407	International Commission on Zoological Nomenclature	Opinion 407 Suppression under the Plenary Powers of four specific names for birds published by Anton Heinrich Lichtenstein in 1793 (class Aves)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	13	8	131	146	1956	http://biostor.org/reference/146342	http://biodiversitylibrary.org/page/34610722
o408	International Commission on Zoological Nomenclature	Opinion 408 Use of the Plenary Powers to secure that the specific name pyrrhulinus Swinhoe, 1876, as published in the combination Emberiza pyrrhulinus (class Aves) shall be the oldest available name for the species concerned	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	13	9	147	156	1956	http://biostor.org/reference/146343	http://biodiversitylibrary.org/page/34610738
o409	International Commission on Zoological Nomenclature	Opinion 409 Suppression under the Plenary Powers of seven specific names given by Gmelin (J. F.) in 1788 and 1789 to birds taken on Captain Cook's Last Expedition which were regarded as Nomina Dubia Until 1950	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	13	10	157	172	1956	http://biostor.org/reference/146344	http://biodiversitylibrary.org/page/34610748
o410	International Commission on Zoological Nomenclature	Opinion 410 Suppression under the Plenary Powers of three specific names proposed for birds by Forster (J. R.) in 1794 and of one such name proposed by Latham in 1790	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	13	11	173	190	1956	http://biostor.org/reference/146480	http://biodiversitylibrary.org/page/34610764
o411	International Commission on Zoological Nomenclature	Opinion 411 Emendation of the spelling of the specific names of the Short-Toed Lark and the Egyptian Vulture	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	13	12	191	202	1956	http://biostor.org/reference/146345	http://biodiversitylibrary.org/page/34610782
o412	International Commission on Zoological Nomenclature	Opinion 412 Suppression under the Plenary Powers of New names proposed by Linnaeus in the pamphlet entitled a catalogue of the birds, Beasts, fishes, Insects ? Contained in Edwards's Natural History published in 1776	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	13	13	203	232	1956	http://biostor.org/reference/146346	http://biodiversitylibrary.org/page/34610794
o413	International Commission on Zoological Nomenclature	Opinion 413 Acceptance of the restricted locality for the nominate subspecies of the Ostrich Specified by Stresemann (E.) in 1926 and determination of the name applicable to the Syrian Ostrich	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	13	14	233	242	1956	http://biostor.org/reference/146347	http://biodiversitylibrary.org/page/34610824
o414	International Commission on Zoological Nomenclature	Opinion 414 Use of the Plenary Powers to provide a valid foundation for the continued employment of the generic name Myiobius Darwin, 1839 (class Aves) in its accustomed sense	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	13	15	243	254	1956	http://biostor.org/reference/146348	http://biodiversitylibrary.org/page/34610834
o415	International Commission on Zoological Nomenclature	Opinion 415 Use of the Plenary Powers to provide a valid foundation for the continued employment of the specific name cyanea Hume, 1877, as published in the combination Muscitrea cyanea (class Aves)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	13	16	255	264	1956	http://biostor.org/reference/146349	http://biodiversitylibrary.org/page/34610846
o416	International Commission on Zoological Nomenclature	Opinion 416 Validation under the Plenary Powers of the specific name ferniginea Hodgson, 1845, as published in the combination Hemichelidon ferruginea (class Aves)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	13	17	265	274	1956	http://biostor.org/reference/146350	http://biodiversitylibrary.org/page/34610856
o417	International Commission on Zoological Nomenclature	Opinion 417 Rejection for nomenclatural purposes of volume 3 (Zoologie) of the work by Lorenz Oken entitled Okens Lehrbuch der Naturgeschichte published in 1815?1816	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	14	1	1	42	1956	http://biostor.org/reference/100192	http://biodiversitylibrary.org/page/34677656
o418	International Commission on Zoological Nomenclature	Opinion 418 Validation under the Plenary Powers of the generic name Stentor Oken, 1815 (class Ciliophora)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	14	2	43	68	1956	http://biostor.org/reference/146351	http://biodiversitylibrary.org/page/34677736
o419	International Commission on Zoological Nomenclature	Opinion 419 Validation under the Plenary Powers of the names published by William Martin in 1809 in the work entitled Petrificata Derbiensia for eight species of the class Brachiopoda and for two species of the class Anthozoa and matters incidental thereto	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	14	3	69	128	1956	http://biostor.org/reference/146352	http://biodiversitylibrary.org/page/34677762
o420	International Commission on Zoological Nomenclature	Opinion 420 Addition to the Official List of Specific Names in Zoology of the specific names for Eleven species of the class Brachiopoda and for two species of the class Cephalopoda originally published by Martin (W.) in 1809 in the nomenclatorially invalid work entitled Petrificata Derbiensia and now available as from the first Subsequent date on which they were severally published in Conditions Satisfying the Requirements of the Regies	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	14	4	129	168	1956	http://biostor.org/reference/146353	http://biodiversitylibrary.org/page/34677824
o421	International Commission on Zoological Nomenclature	Opinion 421 Designation under the Plenary Powers of a type species in harmony with accustomed usage for the genus Martinia M C Coy, 1844 (class Brachiopoda)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	14	5	169	180	1956	http://biostor.org/reference/146354	http://biodiversitylibrary.org/page/34677864
o422	International Commission on Zoological Nomenclature	Opinion 422 Determination under the Plenary Powers of the species to which the specific name mammillatus Schlotheim, 1813, as published in the combination ammonites Mammillatus shall apply and designation under the same Powers of the foregoing species to be the type species of the genus Douvilleiceras de Grossouvre, 1893 (class Cephalopoda, order Ammonoidea)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	14	6	181	196	1956	http://biostor.org/reference/146355	http://biodiversitylibrary.org/page/34677876
o423	International Commission on Zoological Nomenclature	Opinion 423 Addition to the Official List of Generic Names in Zoology of the generic name Xantho [Leach], [1814] (class Crustacea, order Decapoda) and validation under the Plenary Powers of the family-group name Xanthinae Dana, 1851 Ubrarl	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	14	7	197	214	1956	http://biostor.org/reference/146356	http://biodiversitylibrary.org/page/34677892
o424	International Commission on Zoological Nomenclature	Opinion 424 Validation under the Plenary Powers of the specific name rufa Linnaeus, 1761, as published in the combination Formica rufa and designation under the same Powers of the species so named to be the type species of the genus Formica Linnaeus, 1758 (class Insecta, order Hymenoptera)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	14	8	215	242	1956	http://biostor.org/reference/146357	http://biodiversitylibrary.org/page/34677910
o425	International Commission on Zoological Nomenclature	Opinion 425 Addition to the Official Index of Rejected and invalid generic names in Zoology of the name Palmatotriton Smith (H. M.), 1945 (class Amphibia)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	14	9	243	256	1956	http://biostor.org/reference/146358	http://biodiversitylibrary.org/page/34677938
o426	International Commission on Zoological Nomenclature	Opinion 426 Designation under the Plenary Powers of type species in harmony with accustomed usage for the genera Pictonia Bayle, 1878, and Rasenia Salfeld, 1913 (class Cephalopoda, order Ammonoidea) (Jurassic)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	14	10	257	280	1956	http://biostor.org/reference/146359	http://biodiversitylibrary.org/page/34677952
o427	International Commission on Zoological Nomenclature	Opinion 427 Rejection for nomenclatorial purposes of the work by Renier (S. A.) known as Tavole Per Servire Alle Classifi Cazione E Connescenza Degli Animali and commonly attributed to the year 1807 and addition to the Official Indexes of Rejected and invalid names in Zoology of certain names first used in the foregoing work or in two Earlier works by the same author commonly known as the Tavola Alfabetica and the Prospetto respectively and both commonly attributed to the year 1804	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	14	11	281	310	1956	http://biostor.org/reference/146360	http://biodiversitylibrary.org/page/34677976
o428	International Commission on Zoological Nomenclature	Opinion 428 Suppression under the Plenary Powers of the specific name royerianus d'Orbigny, 1841, as published in the combination ammonites Royerianus and designation under the same Powers of a type species in harmony with accustomed practice for the genus Chehniceras, Hyatt, 1903 (class Cephalopoda, order Ammonoidea)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	14	12	311	322	1956	http://biostor.org/reference/146361	http://biodiversitylibrary.org/page/34678006
o429	International Commission on Zoological Nomenclature	Opinion 429 Direction under the Plenary Powers Limiting to suppression for the purposes of the Law of priority the suppression of the generic name Argus Bohadsch, 1761 (class Gastropoda) Prescribed by the ruling given in Opinion 185 thereby Securing that the generic name Argus Scopoli, 1763 (class Insecta, order Lepidoptera) shall Remain invalid under the Law of homonymy	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	14	13	323	338	1956	http://biostor.org/reference/146362	http://biodiversitylibrary.org/page/34678018
o430	International Commission on Zoological Nomenclature	Opinion 430 Use of the Plenary Powers for the purpose of Making the specific name minimus Miller (J. S.), 1826, as published in the combination Belemnites minimus, the oldest available name for the species concerned (class Cephalopoda, order Dibranchia)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	14	14	339	346	1956	http://biostor.org/reference/146363	http://biodiversitylibrary.org/page/34678034
o431	International Commission on Zoological Nomenclature	Opinion 431 Use of the Plenary Powers to secure that the generic name Helicella Ferussac, 1821 (class Gastropoda) shall be available for use in its accustomed sense	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	14	15	347	372	1956	http://biostor.org/reference/146364	http://biodiversitylibrary.org/page/34678042
o432	International Commission on Zoological Nomenclature	Opinion 432 Rejection, as an Unpublished Proof, of the Paper by Binney (W.g.) dated "9Th December 1863" and entitled Synopsis of the species of Air-Breathing Mollusks of North America (confirmation of ruling given in Opinion 87) and validation under the Plenary Powers of the generic name Carinifex Binney, 1865 (class Gastropoda)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	14	16	373	392	1956	http://biostor.org/reference/146365	http://biodiversitylibrary.org/page/34678068
o433	International Commission on Zoological Nomenclature	Opinion 433 Use of the Plenary Powers to secure that the generic name Discias Rathbun, 1902 (class Crustacea, order Decapoda) shall be the oldest available name for the genus concerned	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	14	17	393	402	1956	http://biostor.org/reference/118322	http://biodiversitylibrary.org/page/34678088
o434	International Commission on Zoological Nomenclature	Opinion 434 Use of the Plenary Powers to secure that the names Upogebia [Leach], [1814], and Processa Leach, [1815], shall be the oldest available names for the genera in Question and that the family-group names based upon those generic names shall be the oldest available names for the family-group taxa concerned	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	14	18	403	424	1956	http://biostor.org/reference/146366	http://biodiversitylibrary.org/page/34678098
o435	International Commission on Zoological Nomenclature	Opinion 435 Suppression under the Plenary Powers of the generic name Achorutes Templeton, 1835, and designation under the same Powers of type species in harmony with current usage for the genera Hypogastrura Bourlet, 1839, and Neanura Macgillivray, 1893 (class Insecta, order Collembola)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	14	21	425	458	1956	http://biostor.org/reference/146367	http://biodiversitylibrary.org/page/34678120
o436	International Commission on Zoological Nomenclature	Opinion 436 Addition to the Official Indexes of Rejected and invalid names in Zoology of certain names attributed to Renier (S. A.) as from 1804 and 1807 respectively (Opinion supplementary to Opinion 427)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	15	1	1	24	1957	http://biostor.org/reference/146368	http://biodiversitylibrary.org/page/34656354
o437	International Commission on Zoological Nomenclature	Opinion 437 Validation under the Plenary Powers of the generic name Pachyceras Bayle, 1878 (class Cephalopoda, order Ammonoidea) by the suppression of the name Pachyceras Ratzeburg, 1844 (class Insecta, order Hymenoptera)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	15	2	25	40	1957	http://biostor.org/reference/146369	http://biodiversitylibrary.org/page/34656378
o438	International Commission on Zoological Nomenclature	Opinion 438 Validation under the Plenary Powers of the generic name Rhinopteraspis Jaekel, 1919 (class Ostracodermi)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	15	3	41	50	1957	http://biostor.org/reference/146370	http://biodiversitylibrary.org/page/34656394
o439	International Commission on Zoological Nomenclature	Opinion 439 Designation under the Plenary Powers of a type species in harmony with accustomed usage for the genus Anurophorus Nicolet, [1842] (class Insecta, order Collembola)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	15	4	51	66	1957	http://biostor.org/reference/146371	http://biodiversitylibrary.org/page/34656404
o440	International Commission on Zoological Nomenclature	Opinion 440 Validation under the Plenary Powers of the generic name Entomobrya Rondani, 1861 (class Insecta, order Collembola)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	15	5	67	82	1957	http://biostor.org/reference/146372	http://biodiversitylibrary.org/page/34656420
o441	International Commission on Zoological Nomenclature	Opinion 441 Validation under the Plenary Powers of the names for five genera in the order Diptera (class Insecta) published in 1762 by Geoffroy (E.l.) in the work entitled Histoire Abregee des Insectes Qui Se Trouvent Aux Environs de Paris (Opinion supplementary to Opinion 228)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	15	6	83	120	1957	http://biostor.org/reference/146373	http://biodiversitylibrary.org/page/34656436
